X.1,X,respondent_id,gender,age,height,children_under_18,household_income,education,location,frequency,recline_frequency,recline_obligation,recline_rude,recline_eliminate,switch_seats_friends,switch_seats_family,wake_up_bathroom,wake_up_walk,baby,unruly_child,two_arm_rests,middle_arm_rest,shade,unsold_seat,talk_stranger,get_up,electronics,smoked,edu,NAcount,nrecline_rude,ngender
554,554,3432622886,Male,> 60,"5'9""",FALSE,NA,Some college or Associate degree,Pacific,Once a year or less,Once in a while,TRUE,Somewhat,TRUE,No,No,No,No,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,It is not okay to get up during flight,FALSE,FALSE,1,1,2,2
555,555,3432621625,Female,45-60,"5'6""",FALSE,"$50,000 - $99,999",High school degree,Pacific,Once a year or less,Never,TRUE,Somewhat,FALSE,No,No,No,Somewhat,No,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,FALSE,FALSE,0,0,2,1
556,556,3432621624,Male,> 60,"5'10""",FALSE,"$100,000 - $149,999",Graduate degree,West North Central,Once a month or less,Once in a while,TRUE,Somewhat,FALSE,No,No,No,No,Somewhat,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,FALSE,FALSE,1,0,2,2
557,557,3432619859,Female,30-44,"5'6""",TRUE,NA,Graduate degree,Mountain,Once a year or less,Once in a while,TRUE,No,FALSE,No,No,Somewhat,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,FALSE,FALSE,1,1,1,1
558,558,3432618918,Female,45-60,"5'6""",TRUE,NA,Graduate degree,West North Central,Once a month or less,Usually,TRUE,No,FALSE,No,No,No,No,No,No,The arm rests should be shared,The person by the window,Everyone in the row should have some say,Somewhat,No,Twice,FALSE,FALSE,1,1,1,1
559,559,3432618535,Female,18-29,"5'2""",FALSE,"$50,000 - $99,999",Some college or Associate degree,East North Central,Once a year or less,Never,TRUE,Somewhat,FALSE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Three times,FALSE,FALSE,1,0,2,1
560,560,3432617142,Male,45-60,"5'7""",FALSE,"$25,000 - $49,999",Graduate degree,Mountain,Once a year or less,About half the time,TRUE,Somewhat,FALSE,No,No,No,No,No,Somewhat,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Four times,FALSE,FALSE,1,0,2,2
561,561,3432614225,Male,18-29,"6'2""",FALSE,"$50,000 - $99,999",Bachelor degree,West South Central,Once a month or less,Never,TRUE,Very,TRUE,No,No,Somewhat,Somewhat,Somewhat,Somewhat,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,FALSE,FALSE,1,0,3,2
562,562,3432612410,Female,> 60,"5'4""",FALSE,"$50,000 - $99,999",Graduate degree,South Atlantic,Once a year or less,Always,FALSE,No,FALSE,No,No,No,No,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,More than five times times,FALSE,FALSE,1,0,1,1
563,563,3432612273,Male,> 60,"5'10""",TRUE,"$100,000 - $149,999",Graduate degree,Pacific,Once a year or less,Always,TRUE,No,TRUE,No,No,Somewhat,Somewhat,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,FALSE,FALSE,1,0,1,2
564,564,3432612073,Female,18-29,"5'4""",FALSE,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,Once a year or less,Once in a while,TRUE,No,FALSE,No,No,No,Somewhat,Somewhat,Very,The person in the middle seat gets both arm rests,The person in aisle,Everyone in the row should have some say,No,No,More than five times times,FALSE,FALSE,1,0,1,1
565,565,3432604139,Male,> 60,"5'10""",FALSE,"$25,000 - $49,999",Bachelor degree,East North Central,Once a year or less,Usually,FALSE,No,FALSE,No,No,Somewhat,Somewhat,Very,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Very,Somewhat,Three times,FALSE,FALSE,1,0,1,2
566,566,3432603378,Male,45-60,NA,NA,"$50,000 - $99,999",Some college or Associate degree,Pacific,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,2
567,567,3432601329,Female,18-29,"5'3""",FALSE,"$50,000 - $99,999",Bachelor degree,South Atlantic,Once a year or less,Once in a while,TRUE,No,FALSE,No,No,Very,Very,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,0,1,1
568,568,3432601169,NA,NA,NA,NA,NA,NA,NA,Once a month or less,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA
569,569,3432597578,Female,45-60,"5'3""",FALSE,NA,Graduate degree,New England,Once a year or less,Always,FALSE,No,FALSE,No,No,No,No,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,More than five times times,FALSE,FALSE,1,1,1,1
570,570,3432597242,Female,18-29,NA,NA,"$0 - $24,999",Some college or Associate degree,South Atlantic,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,1
571,571,3432596789,Male,30-44,"5'5""",FALSE,NA,High school degree,New England,A few times per week,Never,TRUE,Somewhat,TRUE,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,The person in the middle seat gets both arm rests,The arm rests should be shared,The person in the window seat should have exclusive control,Very,Somewhat,Twice,TRUE,TRUE,0,1,2,2
572,572,3432596033,Female,> 60,"5'5""",TRUE,NA,Graduate degree,East South Central,Once a year or less,Once in a while,TRUE,Very,FALSE,Somewhat,Somewhat,No,No,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,1,3,1
573,573,3432595469,Female,18-29,"5'11""",FALSE,"$50,000 - $99,999",Bachelor degree,West South Central,Once a month or less,Never,TRUE,Somewhat,TRUE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Twice,TRUE,FALSE,1,0,2,1
574,574,3432595447,Male,> 60,"6'0""",FALSE,NA,Graduate degree,West South Central,Once a year or less,Usually,FALSE,No,FALSE,Somewhat,Somewhat,Somewhat,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Once,FALSE,FALSE,1,1,1,2
575,575,3432594046,Male,45-60,"5'9""",FALSE,NA,Bachelor degree,South Atlantic,Once a year or less,Usually,TRUE,No,FALSE,No,No,No,No,No,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,FALSE,TRUE,1,1,1,2
576,576,3432593810,Male,45-60,"5'11""",FALSE,"$100,000 - $149,999",Some college or Associate degree,South Atlantic,A few times per month,Never,TRUE,Very,TRUE,No,No,No,No,Very,Very,The person in the middle seat gets both arm rests,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,No,Twice,FALSE,FALSE,1,0,3,2
577,577,3432593776,Female,18-29,"5'8""",FALSE,"$25,000 - $49,999",High school degree,East North Central,Once a year or less,Usually,TRUE,Somewhat,FALSE,Somewhat,No,Somewhat,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,TRUE,FALSE,0,0,2,1
578,578,3432592943,Male,45-60,"5'5""",TRUE,"$50,000 - $99,999",Graduate degree,West North Central,Once a year or less,Once in a while,TRUE,Somewhat,TRUE,No,No,Somewhat,Very,No,Somewhat,The arm rests should be shared,The person by the window,Everyone in the row should have some say,Somewhat,No,Twice,FALSE,FALSE,1,0,2,2
579,579,3432591264,Male,18-29,"6'0""",FALSE,"$0 - $24,999",Bachelor degree,Pacific,Once a year or less,Always,FALSE,No,FALSE,No,No,No,Somewhat,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,More than five times times,FALSE,FALSE,1,0,1,2
580,580,3432591009,Male,30-44,"6'1""",TRUE,"$100,000 - $149,999",Bachelor degree,West North Central,Once a year or less,Usually,FALSE,No,FALSE,No,No,Somewhat,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,0,1,2
581,581,3432590797,Female,18-29,"5'1""",FALSE,"$25,000 - $49,999",High school degree,Middle Atlantic,Once a year or less,Never,TRUE,Somewhat,FALSE,No,No,No,Somewhat,No,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Very,No,Four times,FALSE,FALSE,0,0,2,1
582,582,3432586012,Female,30-44,"5'4""",TRUE,NA,Graduate degree,Middle Atlantic,Once a year or less,Usually,FALSE,No,FALSE,No,No,Somewhat,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,1,1,1
583,583,3432585436,Female,18-29,"5'5""",FALSE,"$50,000 - $99,999",Bachelor degree,Mountain,Once a year or less,Once in a while,TRUE,No,FALSE,No,No,Somewhat,Somewhat,No,No,Whoever puts their arm on the arm rest first,The person in aisle,Everyone in the row should have some say,No,Somewhat,Twice,FALSE,FALSE,1,0,1,1
584,584,3432583627,Male,45-60,"5'10""",TRUE,NA,Bachelor degree,New England,Once a year or less,Once in a while,TRUE,Somewhat,FALSE,No,No,No,No,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,TRUE,FALSE,1,1,2,2
585,585,3432583317,Male,30-44,"5'11""",TRUE,"$50,000 - $99,999",Bachelor degree,Mountain,Once a month or less,Never,TRUE,Somewhat,FALSE,Somewhat,Somewhat,Somewhat,Very,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,TRUE,FALSE,1,0,2,2
586,586,3432582665,Male,45-60,"6'2""",FALSE,NA,Graduate degree,Middle Atlantic,Once a month or less,About half the time,FALSE,Somewhat,TRUE,Somewhat,Somewhat,No,No,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,1,2,2
587,587,3432578499,Female,45-60,"5'10""",FALSE,"$25,000 - $49,999",High school degree,West South Central,Once a year or less,Never,TRUE,Somewhat,TRUE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,0,0,2,1
588,588,3432577325,Female,45-60,"5'10""",FALSE,"$100,000 - $149,999",Bachelor degree,West South Central,Once a month or less,Once in a while,TRUE,Somewhat,TRUE,No,No,No,No,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,0,2,1
589,589,3432576298,Female,45-60,"5'7""",FALSE,"$100,000 - $149,999",High school degree,East North Central,Once a month or less,Never,TRUE,Somewhat,TRUE,No,No,Somewhat,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,FALSE,FALSE,0,0,2,1
590,590,3432575865,Male,18-29,NA,NA,"$0 - $24,999",High school degree,South Atlantic,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,NA,2
591,591,3432573920,Male,> 60,"6'1""",FALSE,"$100,000 - $149,999",Bachelor degree,South Atlantic,Once a month or less,Never,TRUE,Somewhat,TRUE,No,No,No,Somewhat,Somewhat,Very,The person in the middle seat gets both arm rests,Other (please specify),The person in the window seat should have exclusive control,Very,Somewhat,Twice,FALSE,FALSE,1,0,2,2
592,592,3432572774,Male,45-60,NA,NA,"$100,000 - $149,999",Some college or Associate degree,South Atlantic,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,2
593,593,3432570755,Female,30-44,NA,NA,"$50,000 - $99,999",High school degree,Middle Atlantic,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,NA,1
594,594,3432570285,Female,18-29,"5'4""",FALSE,NA,Some college or Associate degree,South Atlantic,Once a year or less,Usually,TRUE,Somewhat,FALSE,No,No,No,Very,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,FALSE,FALSE,1,1,2,1
595,595,3432570266,Female,18-29,"5'5""",FALSE,"$50,000 - $99,999",High school degree,South Atlantic,Once a year or less,Once in a while,TRUE,No,FALSE,No,No,Somewhat,Somewhat,No,Somewhat,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,Very,Three times,FALSE,FALSE,0,0,1,1
596,596,3432569102,Male,30-44,"6'1""",TRUE,"$100,000 - $149,999",Bachelor degree,Middle Atlantic,Once a year or less,Always,FALSE,Somewhat,FALSE,No,No,No,Somewhat,Somewhat,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,FALSE,FALSE,1,0,2,2
597,597,3432561205,Male,18-29,"5'9""",FALSE,"$25,000 - $49,999",Bachelor degree,East North Central,Once a month or less,Never,FALSE,Somewhat,FALSE,No,No,Somewhat,Very,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,FALSE,FALSE,1,0,2,2
598,598,3432559580,Female,18-29,"5'6""",FALSE,NA,Some college or Associate degree,East North Central,Once a month or less,Once in a while,TRUE,Somewhat,TRUE,No,No,Somewhat,Somewhat,Somewhat,Somewhat,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Four times,TRUE,FALSE,1,1,2,1
599,599,3432558337,Male,18-29,"5'8""",FALSE,NA,Some college or Associate degree,Mountain,Once a month or less,Never,TRUE,Somewhat,TRUE,No,No,Somewhat,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Three times,FALSE,FALSE,1,1,2,2
600,600,3432555887,Male,45-60,"5'4""",TRUE,"$25,000 - $49,999",Bachelor degree,East North Central,Once a year or less,Never,TRUE,No,FALSE,No,No,No,No,No,Somewhat,The arm rests should be shared,The person by the window,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,0,1,2
601,601,3432554556,Female,45-60,"5'4""",TRUE,"$25,000 - $49,999",Graduate degree,Middle Atlantic,Once a year or less,Always,FALSE,No,FALSE,No,No,Somewhat,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,TRUE,TRUE,1,0,1,1
602,602,3432552719,Male,> 60,"5'8""",FALSE,NA,Some college or Associate degree,Pacific,Once a year or less,Never,TRUE,No,TRUE,Somewhat,Somewhat,No,Somewhat,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,1,1,2
603,603,3432551367,Female,18-29,"5'5""",FALSE,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,Once a year or less,Never,TRUE,Somewhat,FALSE,Somewhat,Somewhat,Very,Very,No,No,Other (please specify),The person in aisle,The person in the window seat should have exclusive control,No,Somewhat,Twice,FALSE,FALSE,1,0,2,1
604,604,3432550970,Female,30-44,"5'3""",TRUE,NA,Graduate degree,Mountain,Once a year or less,Always,FALSE,No,FALSE,No,No,No,No,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,TRUE,FALSE,1,1,1,1
605,605,3432550291,Male,30-44,"5'9""",FALSE,"$50,000 - $99,999",Bachelor degree,East North Central,Once a month or less,Once in a while,TRUE,Somewhat,FALSE,Somewhat,Somewhat,No,Somewhat,Somewhat,Somewhat,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Four times,FALSE,FALSE,1,0,2,2
606,606,3432546954,Female,30-44,"5'2""",TRUE,NA,Some college or Associate degree,Pacific,Once a year or less,Always,FALSE,No,FALSE,Somewhat,Somewhat,No,No,No,Somewhat,The person in the middle seat gets both arm rests,The person by the window,The person in the window seat should have exclusive control,Somewhat,Somewhat,More than five times times,FALSE,FALSE,1,1,1,1
607,607,3432543444,Male,30-44,NA,NA,"$25,000 - $49,999",High school degree,Middle Atlantic,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,NA,2
608,608,3432538384,Female,18-29,NA,NA,"$0 - $24,999",High school degree,East North Central,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,NA,1
609,609,3432537258,Female,18-29,"5'7""",FALSE,"$25,000 - $49,999",Some college or Associate degree,West North Central,Once a year or less,About half the time,FALSE,No,FALSE,Somewhat,Somewhat,No,Very,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,TRUE,FALSE,1,0,1,1
610,610,3432533720,Male,18-29,"6'5""",FALSE,"$0 - $24,999",Some college or Associate degree,New England,Once a year or less,About half the time,TRUE,No,FALSE,No,No,No,Somewhat,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,0,1,2
